ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	MORPHEMES	COGIDS	NOTES	AUTOCOGIDS
311	ɨ w a	749	mother	Kaxarari	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
312	ɨ w a	749	mother	Mastanawa	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
313	ɨ w a	749	mother	Chaninawa	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
314	ɨ w a	749	mother	Sharanawa	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
315	ɨ w a	749	mother	Amawaka	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
316	ɨ w a	749	mother	Nawa	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
317	ɨ w a	749	mother	Marinawa	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
318	ɨ w a	749	mother	Yaminawa	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
319	ɨ w a	749	mother	Kashinawa_P	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
320	ɨ w a	749	mother	Kashinawa_B	ɨwa	madre	ɨ w a	ɨwa	ɨ_ mother		!	2320
326	- - - - β ɨ n ɨ	634	husband	Matses	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
327	- - - - β ɨ n ɨ	634	husband	Matis	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
328	- - - - β ɨ n ɨ	634	husband	Marubo	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
329	- - - - β u n i	634	husband	Katukina	βuni	esposo marido	β u n i	βuni	male			1887
330	- - - - β ɨ n ɨ	634	husband	Shipibo_Konibo	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male	2	see man	1887
331	- - - - β ɨ n ɨ	634	husband	Kapanawa	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
332	- - - - ɸ ɨ n ɨ	634	husband	Shanenawa	ɸɨnɨ	esposo marido	ɸ ɨ n ɨ	ɸɨnɨ	male			1887
333	- - - - β ɨ n ɨ	634	husband	Yawanawa	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
334	- - - - β ɨ n ɨ	634	husband	Nukini	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
335	- - - - β ɨ d ɨ	634	husband	Poyanawa	βɨdɨ	esposo marido	β ɨ d ɨ	βɨdɨ	male			1887
336	- - - - β ɨ n ɨ	634	husband	Iskonawa	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
337	- - - - β ɨ n ɨ	634	husband	Chakobo	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
338	- - - - w ɨ n ɨ	634	husband	Pakawara	wɨnɨ	esposo marido	w ɨ n ɨ	wɨnɨ	male			1887
339	- - - - β ɨ n ɨ	634	husband	Kakataibo	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
340	- - - - w ɨ n ɨ	634	husband	Kaxarari	wɨnɨ	esposo marido	w ɨ n ɨ	wɨnɨ	male			1887
341	- - ɨ n w ɨ d ɨ	634	husband	Mastanawa	ɨnhuɨdɨ	esposo marido	ɨ n w ɨ d ɨ	ɨnhuɨdɨ	my male		!	1887
342	d u k u ɸ ɨ d ɨ	634	husband	Chaninawa	dukuɸɨdɨ	esposo marido	d u k u ɸ ɨ d ɨ	dukuɸɨdɨ	our male		!	1888
343	- ɨ w ɨ ɸ ɨ d ɨ	634	husband	Chaninawa	ɨwɨɸɨdɨ	esposo marido	ɨ w ɨ ɸ ɨ d ɨ	ɨwɨɸɨdɨ	my male		!	1887
344	- - - - ɸ ɨ d ɨ	634	husband	Sharanawa	ɸɨdɨ	esposo marido	ɸ ɨ d ɨ	ɸɨdɨ	male			1887
345	- - - - w ɨ nd ɨ	634	husband	Amawaka	wɨndɨ	esposo marido	w ɨ nd ɨ	wɨndɨ	male			1887
346	- - - - ɸ ɨ d ɨ	634	husband	Nawa	ɸɨdɨ	esposo marido	ɸ ɨ d ɨ	ɸɨdɨ	male			1887
347	- - - - ɸ ɨ nd i	634	husband	Marinawa	ɸɨndi	esposo marido	ɸ ɨ nd i	ɸɨndi	male			1887
348	- - - - w ɨ d ɨ	634	husband	Yaminawa	wɨdɨ	esposo marido	w ɨ d ɨ	wɨdɨ	male			1887
349	- - - - β ɨ n i	634	husband	Kashinawa_P	βɨni	esposo marido	β ɨ n i	βɨni	male			1887
350	- - - - β ɨ n ɨ	634	husband	Kashinawa_B	βɨnɨ	esposo marido	β ɨ n ɨ	βɨnɨ	male			1887
355	tʃ i d o	1466	wife	Matses	tʃido	esposa	tʃ i d o	tʃido	woman/wife/tʃido			4568
356	( - - - - - ) - a w i n - ( - - - )	1460	wife	Matis	awin	esposa	a w i n	awin	woman/wife/awin			4561
357	( - - - - - ) - a - i n - ( - - - )	1460	wife	Marubo	ain	esposa	a i n	ain	woman/wife/awin			4561
358	( - - - - - ) - a - i n - ( - - - )	1460	wife	Katukina	ain	esposa	a i n	ain	woman/wife/awin			4561
359	( - - - - - ) - a w i n - ( - - - )	1460	wife	Shipibo_Konibo	awin	esposa	a w i n	awin	woman/wife/awin			4561
360	( - - - - - ) - a w i n - ( - - - )	1460	wife	Kapanawa	awin	esposa	a w i n	awin	woman/wife/awin			4561
361	( - - - - - ) - a - i n - ( + β u )	1460	wife	Kapanawa	ainβu	esposa	a i n + β u	ainβu	woman/wife/awin _bu			4561 4569
362	( - - - - - ) - a m ĩ - - ( - - - )	1460	wife	Arara	amĩ	esposa	a m ĩ	amĩ	female			0
363	( - - - - - ) - a w i n - ( - - - )	1460	wife	Shanenawa	awin	esposa	a w i n	awin	woman/wife/awin			4561
364	( - - - - - ) - a w i n - ( - - - )	1460	wife	Yawanawa	awin	esposa	a w i n	awin	woman/wife/awin			4561
365	( - - - - - ) - a w ĩ - - ( - - - )	1460	wife	Poyanawa	awĩ	esposa	a w ĩ	awĩ	woman/wife/awin			4561
366	( - - - - - ) - a w ĩ - - ( - - - )	1460	wife	Iskonawa	awĩ	esposa	a w ĩ	awĩ	woman/wife/awin			4561
367	( - - - - - ) - a w i n i ( - - - )	1460	wife	Chakobo	awini	esposa	a w i n i	awini	woman/wife/awin			4561
368	( - - - - - ) ʔ a w i n i ( - - - )	1460	wife	Pakawara	ʔawini	esposa	ʔ a w i n i	?awini	woman/wife/awin			4561
369	ʂ a n o	1469	wife	Kakataibo	ʂano	esposa	ʂ a n o	ʂano	woman/wife/ʂano			4564
370	ɨ i t a h i	1467	wife	Kaxarari	ɨitahi	esposa	ɨ i t a h i	ɨitahi	my woman/wife/itahi		!	4567
371	( ɨ w ɨ n + ) - a m i - - ( - - - )	1460	wife	Mastanawa	ɨnwɨami	esposa	ɨ w ɨ n + a m i	ɨnwɨami	my woman/wife/awin			4562 4563
372	( ɨ w ɨ - + ) - a m i n - ( - - - )	1460	wife	Chaninawa	ɨwɨami	esposa	ɨ w ɨ + a m i n	ɨwɨami	my woman/wife/awin			4562 4563
373	( ɨ w ɨ - + ) - a β i n - ( - - - )	1460	wife	Chaninawa	ɨwɨaβi	esposa	ɨ w ɨ + a β i n	ɨwɨaβi	my woman/wife/awin			4562 4561
374	( - - - - - ) - a w i n - ( - - - )	1460	wife	Sharanawa	awin	esposa	a w i n	awin	woman/wife/awin			4561
375	( - - - - - ) - a - i n - ( - - - )	1460	wife	Amawaka	ain	esposa	a i n	ain	woman/wife/awin			4561
376	( - - - - - ) - aː m i - - ( - - - )	1460	wife	Nawa	a:mi	esposa	aː m i	a:mi	woman/wife/awin			4563
377	( - - - - - ) - a m i - - ( - - - )	1460	wife	Marinawa	ami	esposa	a m i	ami	woman/wife/awin			4563
378	p a ⁿd u	1464	wife	Marinawa	pandu	esposa	p a ⁿd u	pandu	woman/wife/paⁿdu			4570
379	( - - - - - ) - a w ĩ - - ( - - - )	1460	wife	Yaminawa	awĩ	esposa	a w ĩ	awĩ	woman/wife/awin			4561
380	a j ʔ	1468	wife	Kashinawa_P	ajʔ	esposa	a j ʔ	ajʔ	woman/wife/awin			4566
381	( - - - - - ) - a - ĩ - - ( - - - )	1460	wife	Kashinawa_B	aĩ	esposa	a ĩ	aĩ	woman/wife/awin			4565
388	m a ts e s	858	person (human)	Matses	matses	persona	m a ts e s	matses	person/matses			2735
389	m a ts e s	858	person (human)	Matis	matses	persona	m a ts e s	matses	person/matses			2735
390	j u r a	855	person (human)	Marubo	jura	persona	j u r a	jura	body			2732
391	( - - - - - ) h u n i	856	person (human)	Shipibo_Konibo	huni	persona	h u n i	huni	person			2734
392	( - - - - - ) h u n i	856	person (human)	Kapanawa	huni	persona	h u n i	huni	person			2734
393	j u r a	855	person (human)	Arara	jura	persona	j u r a	jura	body			0
394	j u r a	855	person (human)	Shanenawa	jura	persona	j u r a	jura	body			2732
395	j u r a	855	person (human)	Yawanawa	jura	persona	j u r a	jura	body			2732
396	( n u k u + ) - u n i	856	person (human)	Nukini	nukuni	persona	n u k u + u n i	nukuni	our person			2736 2734
397	( - - - - - ) - u nd i	856	person (human)	Poyanawa	undi	persona	u nd i	undi	person			2734
398	( - - - - - ) - u n i	856	person (human)	Iskonawa	uni	persona	u n i	uni	person			2734
399	n u ʔ i r i a	807	person (human)	Chakobo	nuʔiria	persona	n u ʔ i r i a	nu?iria	?			2733
400	( - - - - - ) h u n i	856	person (human)	Pakawara	huni	persona	h u n i	huni	person			2734
401	( - - - - - ) - u n i	856	person (human)	Kakataibo	uni	persona	u n i	uni	person			2734
402	( - - - - - ) h u n i	856	person (human)	Kaxarari	huni	persona	h u n i	huni	person			2734
403	j u ɾ a	855	person (human)	Mastanawa	juɾa	persona	j u ɾ a	juɾa	body			2732
404	j uː ɾ a	855	person (human)	Chaninawa	ju:ɾa	persona	j uː ɾ a	ju:ɾa	body			2732
405	j u ɾ a	855	person (human)	Sharanawa	juɾa	persona	j u ɾ a	juɾa	body			2732
406	j u ɾ a	855	person (human)	Amawaka	juɾa	persona	j u ɾ a	juɾa	body			2732
407	j uː ɾ a	855	person (human)	Nawa	ju:ɾa	persona	j uː ɾ a	ju:ɾa	body			2732
408	j u ɾ a	855	person (human)	Marinawa	juɾa	persona	j u ɾ a	juɾa	body			2732
409	j u ɾ a	855	person (human)	Yaminawa	juɾa	persona	j u ɾ a	juɾa	body			2732
410	( - - - - - ) h u n i	856	person (human)	Kashinawa_P	huni	persona	h u n i	huni	person			2734
411	j u d a	855	person (human)	Kashinawa_B	yuda	persona	j u d a	yuda	body			2732
417	kʷ ɨ + m ɨ + d a i d	774	name	Matses	kuɨmɨdaid	nombre	kʷ ɨ + m ɨ + d a i d	kuɨmɨdaid	call _REFL _NOMLZ			2425 2426 2427
418	- a - n ɨ	771	name	Matis	anɨ	nombre	a n ɨ	anɨ	name			2423
419	- a - n ɨ	771	name	Marubo	anɨ	nombre	a n ɨ	anɨ	name			2423
420	h a - n ɨ	771	name	Shipibo_Konibo	hanɨ	nombre	h a n ɨ	hanɨ	name			2423
421	h a - n ɨ	771	name	Kapanawa	hanɨ	nombre	h a n ɨ	hanɨ	name			2423
422	- a ɨ nd ɨ	771	name	Arara	aɨndɨ	nombre	a ɨ nd ɨ	aɨndɨ	name			0
423	- a - n ɨ	771	name	Shanenawa	anɨ	nombre	a n ɨ	anɨ	name			2423
424	- a - n ɨ	771	name	Yawanawa	anɨ	nombre	a n ɨ	anɨ	name			2423
425	- a - nd ɨ	771	name	Poyanawa	andɨ	nombre	a nd ɨ	andɨ	name			2423
426	- a - n ɨ	771	name	Iskonawa	anɨ	nombre	a n ɨ	anɨ	name			2423
427	h a - n ɨ	771	name	Chakobo	hanɨ	nombre	h a n ɨ	hanɨ	name			2423
428	- a - n ɨ	771	name	Kakataibo	anɨ	nombre	a n ɨ	anɨ	name			2423
429	h a - l ɨ	771	name	Kaxarari	halɨ	nombre	h a l ɨ	halɨ	name			2423
430	- a - d ɨ	771	name	Mastanawa	adɨ	nombre	a d ɨ	adɨ	name			2423
431	- a - d ɨ	771	name	Chaninawa	adɨ	nombre	a d ɨ	adɨ	name			2423
432	- a - d ɨ	771	name	Sharanawa	adɨ	nombre	a d ɨ	adɨ	name			2423
433	h a - nd ɨ	771	name	Amawaka	handɨ	nombre	h a nd ɨ	handɨ	name			2423
434	- a - d ɨ	771	name	Nawa	adɨ	nombre	a d ɨ	adɨ	name			2423
435	- a - nd ɨ	771	name	Marinawa	andɨ	nombre	a nd ɨ	andɨ	name			2423
436	- a - d ɨ	771	name	Yaminawa	adɨ	nombre	a d ɨ	adɨ	name			2423
437	k ɨ n a	773	name	Kashinawa_P	kɨna	nombre	k ɨ n a	kɨna	call			2424
438	k ɨ n a	773	name	Kashinawa_B	kɨna	nombre	k ɨ n a	kɨna	call			2424
443	d a d a	730	man [male]	Matses	dada	hombre	d a d a	dada	man/dada			2242
444	d a d a	730	man [male]	Matis	dada	hombre	d a d a	dada	man/dada			2242
445	( - - - - - ) β ɨ n ɨ ( - - - - - )	734	man [male]	Marubo	βɨnɨ	hombre	β ɨ n ɨ	βɨnɨ	male/husband/bene			2238
446	( - - - - - ) h u - n i	728	man [male]	Katukina	huni	hombre	h u n i	huni	person			2236
447	( - - - - - ) h u - n i	728	man [male]	Kanamari	huni	hombre	h u n i	huni	person			2236
448	β ɨ n + β u	703	man [male]	Shipibo_Konibo	βɨmβu	hombre	β ɨ n + β u	βɨmβu	male/husband/bene _βu	1	!	2240
449	β ɨ - + β u	703	man [male]	Kapanawa	βɨβu	hombre	β ɨ + β u	βɨβu	male/husband/bene _βu		!	2240
450	( d o k o + ) h u a nd i	728	man [male]	Arara	dokohwandi	hombre	d o k o + h u a nd i	dokohwandi	we person			0
451	( n u k u + ) h u - n ɨ	728	man [male]	Shanenawa	nukuhunɨ	hombre	n u k u + h u n ɨ	nukuhunɨ	our person			2237 2236
452	( n u k ɨ + ) β ɨ n ɨ ( - - - - - )	734	man [male]	Yawanawa	nukɨβɨnɨ	hombre	n u k ɨ + β ɨ n ɨ	nukɨβɨnɨ	our male/husband/bene			2237 2238
453	i r a + β u	731	man [male]	Nukini	iraβu	hombre	i r a + β u	iraβu	male/husband/iɾaβu			2239
454	i r a + β u	731	man [male]	Poyanawa	iraβu	hombre	i r a + β u	iraβu	male/husband/iɾaβu			2239
455	i ɾ a + β u	731	man [male]	Iskonawa	iɾaβu	hombre	i ɾ a + β u	iɾaβu	male/husband			2239
456	( - - - - - ) h u - n i	728	man [male]	Chakobo	huni	hombre	h u n i	huni	person			2236
457	( - - - - - ) h u - n i	728	man [male]	Pakawara	huni	hombre	h u n i	huni	person			2236
458	( - - - - - ) β ɨ n ɨ ( - - - - - )	734	man [male]	Kakataibo	βɨnɨ	hombre	β ɨ n ɨ	βɨnɨ	male/husband/bene			2238
459	w ã p ɨ	732	man [male]	Kaxarari	wãpɨ	hombre	w ã p ɨ	wãpɨ	?			2241
460	β i k i	692	man [male]	Kaxarari	βiki	hombre	β i k i	βiki	male/husband/bene _ki		!	2238
461	( d u ʔ u + ) ɸ ɨ d i ( - - - - - )	734	man [male]	Mastanawa	duʔuhɨdi	hombre	d u ʔ u + ɸ ɨ d i	duʔuhɨdi	our male/husband/bene			2237 2238
462	( d u k u + ) ɸ ɨ d ɨ ( - - - - - )	734	man [male]	Chaninawa	dukuɸɨdɨ	hombre	d u k u + ɸ ɨ d ɨ	dukuɸɨdɨ	we  male/husband/bene			2237 2238
463	( d u k u + ) ɸ ɨ d ɨ ( - - - - - )	734	man [male]	Sharanawa	duku ɸɨdɨ	hombre	d u k u + ɸ ɨ d ɨ	duku ɸɨdɨ	our male/husband/bene			2237 2238
464	( - - - - - ) h u - nd i	728	man [male]	Amawaka	hundi	hombre	h u nd i	hundi	person			2236
465	( d u k u + ) ɸ ɨ d i ( - - - - - )	734	man [male]	Nawa	dukuɸɨdi	hombre	d u k u + ɸ ɨ d i	dukuɸɨdi	our male/husband/bene			2237 2238
466	( d u k u + ) ɸ ɨ n ɨ ( - - - - - )	734	man [male]	Marinawa	dukuɸɨnɨ	hombre	d u k u + ɸ ɨ n ɨ	dukuɸɨnɨ	our  male/husband/bene			2237 2238
467	( - - - - - ) w ɨ n ɨ ( + n a w a )	734	man [male]	Yaminawa	wɨnu nawa	hombre	w ɨ n ɨ + n a w a	wɨnu nawa	male/husband/bene foreigner			2238 2243
468	( - - - - - ) h u - n i	728	man [male]	Kashinawa_P	huni	hombre	h u n i	huni	person			2236
469	( - - - - - ) h u - n i	728	man [male]	Kashinawa_B	huni	hombre	h u n i	huni	person			2236
474	tʃ i d o	1505	woman	Matses	tʃido	mujer	tʃ i d o	tʃido	woman/wife/tʃido			4686
475	tʃ i d o + β o	1505	woman	Matis	tʃidaβo	mujer	tʃ i d o + β o	tʃidaβo	woman/wife/tʃido _bu			4686 4687
476	a - i n + β u	1504	woman	Marubo	ainβu	mujer	a i n + β u	ainβu	woman/wife/awin _bu			4682 4681
477	a - j - + β u	1504	woman	Katukina	ayβu	mujer	a j + β u	ayβu	woman/wife/awin _bu		!	4684
478	a - ĩ - + β o	1504	woman	Kanamari	oĩβo	mujer	a ĩ + β o	oĩβo	woman/wife/awin _bu		!	4681
479	a - i n + β u	1504	woman	Shipibo_Konibo	ainβu	mujer	a i n + β u	ainβu	woman/wife/awin _bu			4682 4681
480	a - i - + β u	1504	woman	Kapanawa	aiβu	mujer	a i + β u	aiβu	woman/wife/awin _bu			4682 4681
481	a - ĩ - + h u	1504	woman	Arara	aĩhu	mujer	a ĩ + h u	aĩhu	female _bu			0
482	a w i n - - -	1504	woman	Shanenawa	awin	mujer	a w i n	awin	woman/wife/awin			4682
483	a w i n - - -	1504	woman	Yawanawa	awin	mujer	a w i n	awin	woman/wife/awin			4682
484	a - i n + β u	1504	woman	Nukini	ainβu	mujer	a i n + β u	ainβu	woman/wife/awin _bu		!	4681
485	a w ĩ - - - -	1504	woman	Poyanawa	awĩ	mujer	a w ĩ	awĩ	woman/wife/awin			4682
486	a w ĩ - - - -	1504	woman	Iskonawa	awĩ	mujer	a w ĩ	awĩ	woman/wife/awin			4682
487	j u ʂ a	1506	woman	Chakobo	yuʂa	mujer	j u ʂ a	yuʂa	woman/wife/juʂa			4680
488	j u ʂ a	1506	woman	Pakawara	yuʂa	mujer	j u ʂ a	yuʂa	woman/wife/juʂa			4688
489	ʂ a n u	1496	woman	Kakataibo	ʂano	mujer	ʂ a n u	ʂano	woman/wife/ʂanu			4679
490	ʂ ã p ɨ	1509	woman	Kaxarari	ʂãpɨ	mujer	ʂ ã p ɨ	ʂãpɨ	woman			4685
491	a - j n + ɸ u	1504	woman	Mastanawa	ajnɸu	mujer	a j n + ɸ u	ajnɸu	woman/wife/awin _bu		!	4683
492	a - ĩ - + ɸ u	1504	woman	Chaninawa	aĩɸu	mujer	a ĩ + ɸ u	aĩɸu	woman/wife/awin _bu		!	4681
493	a - i n + ɸ u	1504	woman	Sharanawa	ainɸu	mujer	a i n + ɸ u	ainɸu	woman/wife/awin _bu		!	4683
494	ç a nd u	1496	woman	Amawaka	xandu	mujer	ç a nd u	andu	woman/wife/ʂanu			4679
495	a - j n + ɸ u	1504	woman	Nawa	ajnɸu	mujer	a j n + ɸ u	ajnɸu	woman/wife/awin _bu		!	4683
496	a - j n + ɸ u	1504	woman	Marinawa	ajnɸu	mujer	a j n + ɸ u	ajnɸu	woman/wife/awin _bu		!	4683
497	k ɨ ɾ u	1510	woman	Yaminawa	kɨɾu	mujer	k ɨ ɾ u	kɨɾu	woman/wife/kɨɾu			4689
498	a - j n + β u	1504	woman	Kashinawa_P	ajnβu	mujer	a j n + β u	ajnβu	woman/wife/awin _bu		!	4683
499	a - i n + β u	1504	woman	Kashinawa_B	ainβu	mujer	a i n + β u	ainβu	woman/wife/awin _bu		!	4681
505	( - - - ) β a kʷ ɨ - - ( - - - - - )	156	child	Matses	βakuɨ	niño	β a kʷ ɨ	βakuɨ	breeding			486
506	( - - - ) β a kʷ ɨ - - ( - - - - - )	156	child	Matis	βakuɨ	niño	β a kʷ ɨ	βakuɨ	breeding			486
507	( - - - ) β a k ɨ - - ( - - - - - )	156	child	Marubo	βakɨ	niño	β a k ɨ	βakɨ	breeding			486
508	( a i n ) β a k ɨ - - ( - - - - - )	156	child	Kanamari	ãiiβakɨ	niño	a i n β a k ɨ	ãiiβakɨ	his breeding		!	486
509	( - - - ) β a k ɨ - - ( - - - - - )	156	child	Shipibo_Konibo	βakɨ	niño	β a k ɨ	βakɨ	breeding			486
510	( - - - ) β a k ɨ - - ( - - - - - )	156	child	Kapanawa	βakɨ	niño	β a k ɨ	βakɨ	breeding			486
511	( - - - ) β a k ɨ h ɨ ( - - - - - )	156	child	Arara	βakɨhɨ	niño	β a k ɨ h ɨ	βakɨhɨ	breeding _hɨ			0
512	( - - - ) ɸ a k ɨ - - ( - - - - - )	156	child	Shanenawa	ɸakɨ	niño	ɸ a k ɨ	ɸakɨ	breeding			486
513	( - - - ) β a k ɨ - - ( - - - - - )	156	child	Yawanawa	βakɨ	niño	β a k ɨ	βakɨ	breeding			486
514	( - - - ) β a k ɨ - - ( - - - - - )	156	child	Nukini	βakɨ	niño	β a k ɨ	βakɨ	breeding			486
515	( - - - ) β a k ɨ - - ( - - - - - )	156	child	Poyanawa	βakɨ	niño	β a k ɨ	βakɨ	breeding			486
516	( - - - ) β a k ɨ - - ( - - - - - )	156	child	Iskonawa	βakɨ	niño	β a k ɨ	βakɨ	breeding			486
517	ʂ u k u	160	child	Chakobo	ʂuku	niño	ʂ u k u	ʂuku	small			485
518	( - - - ) β a k ɨ - - ( - - - - - )	156	child	Chakobo	βakɨ	niño	β a k ɨ	βakɨ	breeding			486
519	( - - - ) w a k ɨ - - ( - - - - - )	156	child	Pakawara	wakɨ	niño	w a k ɨ	wakɨ	breeding			486
520	t o a	158	child	Kakataibo	toa	niño	t o a	toa	given_birth			487
521	( - - - ) ɸ a ʔ ɨ - - ( - - ʂ t a )	156	child	Mastanawa	ɸaʔɨʂta	niño	ɸ a ʔ ɨ ʂ t a	ɸaʔɨʂta	breeding _DIM		!	486
522	( - - - ) ɸ a k ɨ - - ( - - - - - )	156	child	Chaninawa	ɸakɨ	niño	ɸ a k ɨ	ɸakɨ	breeding			486
523	( - - - ) ɸ a k ɨ - - ( - - - - - )	156	child	Sharanawa	ɸakɨ	niño	ɸ a k ɨ	ɸakɨ	breeding			486
524	p i ʃ t a	120	child	Amawaka	piʃta	niño	p i ʃ t a	piʃta	small			484
525	( - - - ) ɸ a k ɨ - - ( - - - - - )	156	child	Nawa	ɸakɨ	niño	ɸ a k ɨ	ɸakɨ	breeding			486
526	( - - - ) ɸ a k ɨ - - ( - - - - - )	156	child	Marinawa	ɸakɨ	niño	ɸ a k ɨ	ɸakɨ	breeding			486
527	( - - - ) w a ʔ ɨ - - ( ɸ u - - - )	156	child	Yaminawa	waʔɨhu	niño	w a ʔ ɨ ɸ u	waʔɨhu	breeding _bu		!	488
528	( - - - ) β a k ɨ - - ( - - tʃ a - )	156	child	Kashinawa_P	βakɨʧta	niño	β a k ɨ tʃ a	βakɨʧta	breeding _DIM		!	486
533	m a + - - - - - - - - - p i	554	head	Matses	mapi	cabeza	m a + p i	mapi	head _pi	77 184		1664 25
534	m a + - - - - - - - ʂ o - -	554	head	Matis	maʂo	cabeza	m a + ʂ o	maʂo	head _ʂo	77 180		1664 1668
535	m a + p u - - - - - - - - -	554	head	Marubo	mapu	cabeza	m a + p u	mapu	head _pu	77 76		1664 25
536	m a + p u - - - - - - - - -	554	head	Katukina	mapu	cabeza	m a + p u	mapu	head _pu	77 76		1664 25
537	m a + p u - - - - - - - - -	554	head	Kanamari	mapu	cabeza	m a + p u	mapu	head _pu	77 76	!	1664 25
538	m a + p u - - - - - - - - -	554	head	Shipibo_Konibo	mapu	cabeza	m a + p u	mapu	head _pu	77 76		1664 25
539	m a + p u - - - - - - - - -	554	head	Kapanawa	mapu	cabeza	m a + p u	mapu	head _pu	77 76	!	1664 25
540	m a + p u - - - - - - - - -	554	head	Arara	mapu	cabeza	m a + p u	βapu	head _pu	77 76		0
541	β u ʃ - k - - a	1628	head	Arara	βuʃka	cabeza	β u + ʃ k a	βuʃka	head _ʂka	81 79		0
542	m a + p u - - - - - - - - -	554	head	Shanenawa	mapu	cabeza	m a + p u	mapu	head _pu	77 76		1664 25
543	m a + p u - - - - - - - - -	554	head	Yawanawa	mapu	cabeza	m a + p u	mapu	head _pu	77 76		1664 25
544	m a + p u - - - - - - - - -	554	head	Nukini	mapu	cabeza	m a + p u	mapu	head _pu	77 76		1664 25
545	β u + h k a	1628	head	Poyanawa	βuhka	cabeza	β u + h k a	βuhka	hair _ʂka	81 79		1666 42
546	β u + h k a	1628	head	Iskonawa	βuhka	cabeza	β u + h k a	βuhka	hair _ʂka	81 79	!	1666 42
547	m a + p u - - - - - - - - -	554	head	Chakobo	mapu	cabeza	m a + p u	mapu	head _pu	77 76	!	1664 25
548	m a + p u - - - - - - - - -	554	head	Pakawara	mapu	cabeza	m a + p u	mapu	head _pu	77 76		1664 25
549	m a + - - ʂ k a - - - - - -	554	head	Kakataibo	maʂka	cabeza	m a + ʂ k a	maʂka	head _ʂka	77 79	!	1667 42
550	w u + ʂ k a + t a	0	head	Kaxarari	wɨʂkata	cabeza	w ɨ + ʂ k a t a	wɨʂkata	forehead _ʂkata	0 79		1666 42
551	b a + p u - - - - - - - - -	554	head	Mastanawa	bapu	cabeza	b a + p u	bapu	head _pu	77 76		1664 25
552	b a + - - s k a t i - - - -	554	head	Chaninawa	basakati	cabeza	b a + s k a t i	βasakati	head _ʂka	77 79	!	1665 42
553	b a + p u - - - - - - - - -	554	head	Sharanawa	bapu	cabeza	b a + p u	bapu	head _pu	77 76		1664 25
554	m a + p u - - - - - - - - -	554	head	Amawaka	mapu	cabeza	m a + p u	mapu	head _pu	77 76	!	1664 25
555	b a + p u - - - - - - - - -	554	head	Nawa	bapu	cabeza	b a + p u	ba:pu	head _pu	77 76		1664 25
556	b a + p u - - - - - - - - -	554	head	Marinawa	bapu	cabeza	b a + p u	bapu	head _pu	77 76		1664 25
557	ɸ u + ʂ k a	1628	head	Marinawa	ɸuʂka	cabeza	ɸ u + ʂ k a	ɸuʂka	hair _ʂka	81 79		1666 42
558	b a + p u - - - - - - - - -	554	head	Yaminawa	bapu	cabeza	b a + p u	bapu	head _pu	77 76		1664 25
559	β u + ʂ k a	1628	head	Kashinawa_P	βuʂka	cabeza	β u + ʂ k a	βuʂka	hair _ʂka	81 79		1666 42
560	β u + ʂ k a	1628	head	Kashinawa_B	βuʂka	cabeza	β u + ʂ k a	βuʂka	hair _ʂka	81 79		1666 42
565	m a + n ë d a i d	1629	hair	Matses	manɨdaid	cabello pelo	m a + n ɨ d a i d	βu	head _nëdaid	77 83	!	23 24
566	ʂ a k + k e + t e	543	hair	Matis	ʂakkete	cabello pelo	ʂ a k k e t e	ʂakkete	sakkete	58		1561 383 1222
567	β u - -	539	hair	Marubo	βu	cabello pelo	β u	βu	hair	9		1559
568	β u - -	539	hair	Katukina	βuu	cabello pelo	β u	βuu	hair	9		1559
569	β u - -	539	hair	Kanamari	βuu	cabello pelo	β u	βuu	hair	9		1559
570	β u - -	539	hair	Shipibo_Konibo	βu	cabello pelo	β u	βu	hair	9		1559
571	β u - -	539	hair	Kapanawa	βu	cabello pelo	β u	βu	hair	9		1559
572	h u - -	539	hair	Arara	hu	cabello pelo	h/β u	hu	hair	81		0
573	ɸ u - -	539	hair	Shanenawa	ɸu	cabello pelo	ɸ u	ɸu	hair	9		1559
