ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID
2912	Shanenawa	burn [tr. v.]	tʃiwa	tʃiwa	tʃ i w a		107
2913	Yawanawa	burn [tr. v.]	ku	ku	k u		140
2914	Poyanawa	burn [tr. v.]	kua	kua	k u a		140
2915	Iskonawa	burn [tr. v.]	kua	kuwa	k u w a		140
2916	Chakobo	burn [tr. v.]	mɨʂa	mɨʂa	m ɨ ʂ a		154
2917	Chakobo	burn [tr. v.]	pɨrɨ?a	pɨrɨʔa	p ɨ r ɨ ʔ a		144
2918	Kakataibo	burn [tr. v.]	ʂarao	ʂarao	ʂ a r a o		118
2919	Kaxarari	burn [tr. v.]	ʂalaw	ʂalaw	ʂ a l a w		118
2920	Mastanawa	burn [tr. v.]	kuwa	kuwa	k u w a		140
2921	Chaninawa	burn [tr. v.]	kuwaj	kuwa	k u w a		140
2922	Sharanawa	burn [tr. v.]	kuwai	kuwa	k u w a		140
2923	Amawaka	burn [tr. v.]	kuʔuj	kuʔu	k u ʔ u		140
2924	Nawa	burn [tr. v.]	kũwĩ	kũwĩ	k ũ w ĩ		140
2925	Marinawa	burn [tr. v.]	kuwa	kuwa	k u w a		140
2926	Yaminawa	burn [tr. v.]	kuwa	kuwa	k u w a		140
2927	Kashinawa_P	burn [tr. v.]	mɨnwa	mɨnu	m ɨ n u		141
2928	Kashinawa_B	burn [tr. v.]	mɨnui	mɨnu	m ɨ n u		141
2929	Araona	burn [tr. v.]	otso-a	otsoa	o ts o a		119
2930	Araona	burn [tr. v.]	pososo-a	pososoa	p o s o s o a		146
2931	Araona	burn [tr. v.]	so	so	s o		119
437	Matses	child	βakuɨ	βakuɨ	β a k u ɨ		156
438	Matis	child	βakuɨ	βakuɨ	β a k u ɨ		156
439	Marubo	child	βakɨ	βakɨ	β a k ɨ		156
440	Kanamari	child	ãiiβakɨ	ãiiβakɨ	a i n β a k ɨ		156
441	Shipibo_Konibo	child	βakɨ	βakɨ	β a k ɨ		156
442	Kapanawa	child	βakɨ	βakɨ	β a k ɨ		156
443	Shanenawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		156
444	Yawanawa	child	βakɨ	βakɨ	β a k ɨ		156
445	Nukini	child	βakɨ	βakɨ	β a k ɨ		156
446	Poyanawa	child	βakɨ	βakɨ	β a k ɨ		156
447	Iskonawa	child	βakɨ	βakɨ	β a k ɨ		156
448	Chakobo	child	ʂuku	ʂuku	ʂ u k u		160
449	Chakobo	child	βakɨ	βakɨ	β a k ɨ		156
450	Pakawara	child	wakɨ	wakɨ	w a k ɨ		156
451	Kakataibo	child	toa	toa	t o a		158
452	Mastanawa	child	ɸaʔɨʂta	ɸaʔɨʂta	ɸ a ʔ ɨ ʂ t a		156
453	Chaninawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		156
454	Sharanawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		156
455	Amawaka	child	piʃta	piʃta	p i ʃ t a		120
456	Nawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		156
457	Marinawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		156
458	Yaminawa	child	waʔɨhu	waʔɨhu	w a ʔ ɨ ɸ u		156
459	Kashinawa_P	child	βakɨʧta	βakɨʧta	β a k ɨ tʃ a		156
460	Araona	child	bakua	bakua	b a k u a		156
1679	Matses	cloud	aβu	aβu	a β u		123
1680	Matis	cloud	aβu	aβu	a β u		123
1681	Marubo	cloud	nai	nai	n a i		124
1682	Shipibo_Konibo	cloud	nai kuin	nai kuin	n a i + k u i n		124
1683	Kapanawa	cloud	nai kuin	nai kuin	n a i + k u i n		124
1684	Shanenawa	cloud	ɸuʂta	ɸuʂta	ɸ u ʂ t a		165
1685	Yawanawa	cloud	βuʃta	βuʃta	β u ʃ t a		165
1686	Iskonawa	cloud	nãj̃ kũj̃n	nãj̃ kũj̃n	n ã j̃ + k ũ j̃ n		124
1687	Chakobo	cloud	tsɨmu	tsɨmu	ts ɨ m u		166
1688	Pakawara	cloud	tsɨmu	tsɨmu	ts ɨ m u		166
1689	Kakataibo	cloud	nɨtɨ kuin	nɨtɨ kuin	n ɨ t ɨ + k u i n		124
1690	Kaxarari	cloud	kuani	kuani	k u a n i		124
1691	Mastanawa	cloud	kũĩ	kũĩ	k ũ ĩ		124
1692	Chaninawa	cloud	kunwi	kunwi	k u n w i		124
1693	Sharanawa	cloud	ɸɨ	ɸɨ	ɸ ɨ		165
1694	Amawaka	cloud	kũʔĩ	kũʔĩ	k ũ ʔ ĩ		124
1695	Nawa	cloud	kuwĩ	kuwĩ	k u w ĩ		124
1696	Marinawa	cloud	ɸu	ɸu	ɸ u		165
1697	Yaminawa	cloud	kũwi	kũwi	k ũ w i		124
1698	Kashinawa_P	cloud	naj kwɨ	naj kwɨ	n a j + k u i		124
1699	Kashinawa_B	cloud	nai	nai	n a i		124
1700	Araona	cloud	mozizi-bade	mozizibade	m o z i z i b a d e		167
3516	Matses	cold [weather]	iken	iken	i k e n		171
3517	Matses	cold [weather]	dawɨβud	dawɨβud	d a w ɨ + β u d		173
3518	Matis	cold [weather]	iken	iken	i k e n		171
3519	Marubo	cold [weather]	matsi	matsi	m a ts i		170
3520	Katukina	cold [weather]	mati	mati	m a t i		170
3521	Shipibo_Konibo	cold [weather]	matsi	matsi	m a ts i		170
3522	Kapanawa	cold [weather]	matsi	matsi	m a ts i		170
3523	Shanenawa	cold [weather]	matsi	matsi	m a ts i		170
3524	Yawanawa	cold [weather]	matsi	matsi	m a ts i		170
3525	Nukini	cold [weather]	matsi	matsi	m a ts i		170
3526	Nukini	cold [weather]	ikiniki	ikiniki	i k i n i k i		171
3527	Poyanawa	cold [weather]	basi	basi	b a s i		170
3528	Iskonawa	cold [weather]	matsi	ikiniki	i k i n i k i		170
3529	Chakobo	cold [weather]	ʂupi	ʂupi	ʂ u p i		175
3530	Chakobo	cold [weather]	matsi	matsi	m a ts i		170
3531	Kakataibo	cold [weather]	matsi	matsi	m a ts i		170
3532	Kaxarari	cold [weather]	ikani	ikani	i k a n i		171
3533	Mastanawa	cold [weather]	batsi	batsi	b a ts i		170
3534	Chaninawa	cold [weather]	bat͡si	bat͡si	b a ts i		170
3535	Sharanawa	cold [weather]	bat͡si	bat͡si	b a ts i		170
3536	Amawaka	cold [weather]	mat͡si	mat͡si	m a ts i		170
3537	Nawa	cold [weather]	batsi	batsi	b a ts i		170
3538	Marinawa	cold [weather]	batsi	batsi	b a ts i		170
3539	Yaminawa	cold [weather]	batsi	batsi	b a ts i		170
3540	Kashinawa_P	cold [weather]	matsi	matsi	m a ts i		170
3541	Kashinawa_B	cold [weather]	matʂi	matʂi	m a ʈʂ i		170
3542	Araona	cold [weather]	aboa	aboa	a b o a		172
2384	Matses	come	tʃo	tʃo	tʃ o		178
2385	Matis	come	tʃo	tʃo	tʃ o		178
2386	Marubo	come	uri	uri	u r i		176
2387	Shipibo_Konibo	come	hu	hu	h u		176
2388	Kapanawa	come	hu	hu	h u		176
2389	Shanenawa	come	u	u	u		176
2390	Yawanawa	come	uwi	u	u		176
2391	Nukini	come	ua	u	u		176
2392	Poyanawa	come	u	u	u		176
2393	Iskonawa	come	u	u	u		176
2394	Chakobo	come	hu	hu	h u		176
2395	Chakobo	come	βɨka	βɨka	β ɨ k a		183
2396	Pakawara	come	u	u	u		176
2397	Kakataibo	come	u	u	u		176
2398	Kaxarari	come	hu	hu	h u		176
2399	Mastanawa	come	ɨuwɨ	u	u		176
2400	Chaninawa	come	uwɨ	u	u		176
2401	Sharanawa	come	u	u	u		176
2402	Amawaka	come	huʔi	huʔi	h u ʔ i		176
2403	Nawa	come	u	u	u		176
2404	Marinawa	come	u	u	u		176
2405	Yaminawa	come	u	u	u		176
2406	Kashinawa_P	come	hu	hu	h u		176
2407	Kashinawa_B	come	hu	hu	h u		176
2408	Araona	come	pobea	pobea	p o b e a		180
2655	Matses	count [verb]	tan	tan	t a n		184
2656	Marubo	count [verb]	tana	tana	t a n a		184
2657	Katukina	count [verb]	katse	katse	k a ts e		188
2658	Shipibo_Konibo	count [verb]	tupun	tupun	t u p u n		191
2659	Kapanawa	count [verb]	tupun	tupun	t u p u n		191
2660	Iskonawa	count [verb]	tupun	tupun	t u p u n		191
2661	Chakobo	count [verb]	tuka	tuka	t u k a		192
2662	Kakataibo	count [verb]	tupu	tupu	t u p u		191
2663	Mastanawa	count [verb]	tanaɸa	tanaɸa	t a n a ɸ a		184
2664	Chaninawa	count [verb]	tanawa	tanawa	t a n a w a		184
2665	Sharanawa	count [verb]	tanawa	tanawa	t a n a w a		184
2666	Amawaka	count [verb]	tanan	tanan	t a n a n		184
2667	Nawa	count [verb]	tanawaj	tanawa	t a n a w a		184
2668	Marinawa	count [verb]	tana	tana	t a n a		184
2669	Yaminawa	count [verb]	adɨ	adɨ	a d ɨ		186
2670	Kashinawa_P	count [verb]	tana	tana	t a n a		184
2671	Araona	count [verb]	topo	topo	t o p o		191
2762	Matses	cut [verb]	te	te	t e		195
2763	Matis	cut [verb]	te	te	t e		195
2764	Marubo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2765	Katukina	cut [verb]	rera	rera	r e r a		206
2766	Shipibo_Konibo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2767	Kapanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2768	Shanenawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2769	Yawanawa	cut [verb]	wɨʃa	wɨʃa	w ɨ ʃ a		203
2770	Nukini	cut [verb]	hatɨ	hatɨ	h a t ɨ		193
2771	Poyanawa	cut [verb]	marka	marka	m a r k a		204
2772	Iskonawa	cut [verb]	hatɨ	hatɨ	h a t ɨ		193
2773	Chakobo	cut [verb]	pɨrɨʂa	pɨrɨʂa	p ɨ r ɨ ʂ a		209
2774	Chakobo	cut [verb]	tsɨi?a	tsɨiʔa	ts ɨ i ʔ a		201
2775	Chakobo	cut [verb]	kɨɨsa	kɨsa	k ɨ s a		198
2776	Kakataibo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2777	Kaxarari	cut [verb]	buʂte	buʂte	b u ʂ t e		205
2778	Mastanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2779	Chaninawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2780	Sharanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2781	Amawaka	cut [verb]	çatɨ	çatɨ	ç a t ɨ		193
2782	Nawa	cut [verb]	ʂatɨj	ʂatɨ	ʂ a t ɨ		193
2783	Marinawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		193
2784	Yaminawa	cut [verb]	ʂata	ʂata	ʂ a t a		193
2785	Kashinawa_P	cut [verb]	mɨʂtja	mɨʂtja	m ɨ ʂ t j a		207
2786	Araona	cut [verb]	jikui	jikui	j i k u i		196
2787	Araona	cut [verb]	kue	kue	k u e		202
2788	Araona	cut [verb]	sasa	sasa	s a s a		200
2789	Araona	cut [verb]	jala	jala	j a l a		197
1801	Matses	day [daytime]	βadiad	βadiad	β a d i + a d		143
1802	Matis	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		211
1803	Marubo	day [daytime]	βari	βari	β a r i		143
1804	Shipibo_Konibo	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		211
1805	Kapanawa	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		211
1806	Shanenawa	day [daytime]	ʂawa	ʂawa	ʂ a w a		210
1807	Yawanawa	day [daytime]	ʃaβa	ʃaβa	ʃ a β a		210
1808	Nukini	day [daytime]	pãnari	pãnari	p ã n a r i		215
1809	Poyanawa	day [daytime]	βarikɨa	βarikɨa	β a r i + k ɨ a		143
1810	Iskonawa	day [daytime]	pɨhnɨ	pɨhnɨ	p ɨ h n ɨ		217
1811	Chakobo	day [daytime]	βɨa?aina	βɨaʔaina	β ɨ a ʔ a i n a		218
1812	Pakawara	day [daytime]	wari	wari	w a r i		143
1813	Kakataibo	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		211
1814	Kaxarari	day [daytime]	yunu	yunu	j u n u		216
1815	Kaxarari	day [daytime]	βatʃih	βatʃih	β a tʃ i h		212
1816	Kaxarari	day [daytime]	lɨtɨ	lɨtɨ	l ɨ t ɨ		211
1817	Mastanawa	day [daytime]	pɨda ʂaɸa	pɨda ʂaɸa	p ɨ d a + ʂ a ɸ a		149
1818	Chaninawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a		210
1819	Sharanawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a		210
1820	Amawaka	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		211
1821	Nawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a		210
1822	Marinawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a		210
1823	Yaminawa	day [daytime]	pɨda	pɨda	p ɨ d a		149
1824	Kashinawa_P	day [daytime]	ʂaβa	ʂaβa	ʂ a β a		210
1825	Kashinawa_B	day [daytime]	βadi	βadi	β a d i		143
1826	Araona	day [daytime]	tseiñe	tseiñe	ts e i ɲ e		214
3376	Matses	die	wɨnɨs	wɨnɨs	w ɨ n ɨ s		227
3377	Matis	die	nan	na	n a		220
3378	Marubo	die	βupi	βupi	β u p i		224
3379	Katukina	die	βupi	βupi	β u p i		224
3380	Shipibo_Konibo	die	mawat	mawat	m a w a t		223
3381	Kapanawa	die	mawati	mawa	m a w a		223
3382	Shanenawa	die	na	na	n a		220
3383	Yawanawa	die	na	na	n a		220
3384	Poyanawa	die	ajaka	ajaka	a j a k a		226
3385	Iskonawa	die	mahka	mahka	m a h k a		231
3386	Chakobo	die	na	na	n a		220
3387	Chakobo	die	rɨso	rɨso	r ɨ s o		225
3388	Kakataibo	die	βama	βama	β a m a		230
3389	Kaxarari	die	hɨtʃi	hɨtʃi	h ɨ tʃ i		228
3390	Mastanawa	die	mɨdaj	mɨda	m ɨ d a		220
3391	Chaninawa	die	da	da	d a		220
3392	Sharanawa	die	da:i	da	d a		220
3393	Amawaka	die	naʔi	na	n a		220
3394	Nawa	die	daj	da	d a		220
3395	Marinawa	die	daj	da	d a		220
3396	Yaminawa	die	daj	da	d a		220
3397	Kashinawa_P	die	mawa	mawa	m a w a		223
3398	Kashinawa_B	die	dɨβu	dɨβu	d ɨ β u		229
3399	Araona	die	mano	mano	m a n o		222
2834	Matses	dig	wɨdɨʂka	wɨdɨʂka	w ɨ d ɨ ʂ k a		242
2835	Matis	dig	naʂ	naʂ	n a ʂ		243
2836	Marubo	dig	pukin	pukin	p u k i n		232
2837	Shipibo_Konibo	dig	tʃinit	tʃinit	tʃ i n i t		239
2838	Kapanawa	dig	pukin	pukin	p u k i n		232
2839	Shanenawa	dig	maipɨju	maipɨju	m a i + p ɨ j u		234
2840	Yawanawa	dig	natsa	natsa	n a ts a		237
2841	Iskonawa	dig	pɨnaha	pɨnaha	p ɨ n a h a		246
2842	Chakobo	dig	wɨyu	wɨyu	w ɨ j u		248
2843	Kakataibo	dig	naɨ	naɨ	n a ɨ		235
2844	Kaxarari	dig	tʃil	tʃil	tʃ i l		244
2845	Mastanawa	dig	punʔi	punʔi	p u n ʔ i		232
2846	Mastanawa	dig	piwɨ	piwɨ	p i w ɨ		234
2847	Chaninawa	dig	pɨwɨj	pɨwɨ	p ɨ w ɨ		234
2848	Sharanawa	dig	ʂuwi	ʂuwi	ʂ u w i		240
2849	Sharanawa	dig	kidi	kidi	k i d i		233
2850	Amawaka	dig	puki	puki	p u k i		232
2851	Nawa	dig	puki	puki	p u k i		232
2852	Marinawa	dig	kindi	kindi	k i ⁿd i		233
2853	Yaminawa	dig	punʔi	punʔi	p u n ʔ i		232
2854	Kashinawa_P	dig	pukja	puki	p u k i		232
2855	Kashinawa_P	dig	kini	kini	k i n i		233
2856	Kashinawa_B	dig	βaʂã	βaʂã	β a ʂ ã		245
2857	Araona	dig	loe	loe	l o e		249
2168	Matses	dirty	βɨtʃiʃ	βɨtʃiʃ	β ɨ tʃ i ʃ		252
2169	Matis	dirty	wisu	wisu	w i s u		150
2170	Marubo	dirty	tʂuʂta	tʂuʂta	ʈʂ u ʂ t a		250
2171	Marubo	dirty	mɨʂu	mɨʂu	m ɨ ʂ u		251
2172	Katukina	dirty	txuxtxa	txuxtxa	ʈʂ u x/ʂ ʈʂ a		250
2173	Shipibo_Konibo	dirty	kɨras	kɨras	k ɨ r a s		255
2174	Kapanawa	dirty	riʃta	riʃta	r i ʃ t a		161
2175	Shanenawa	dirty	fui	fui	f u i		253
2176	Yawanawa	dirty	hui	hui	h u i		253
2177	Nukini	dirty	βuhta	βuhta	β u h t a		155
2178	Poyanawa	dirty	βɨsta	βɨsta	β ɨ s t a		155
2179	Chakobo	dirty	tʃɨkɨ	tʃɨkɨ	tʃ ɨ k ɨ		162
2180	Kakataibo	dirty	aisama	aisama	a i s a m a		257
2181	Kaxarari	dirty	tʂɨʂɨ	tʂɨʂɨ	ʈʂ ɨ ʂ ɨ		256
2182	Mastanawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a		250
2183	Chaninawa	dirty	t͡ʃuʂta	t͡ʃuʂta	tʃ u ʂ t a		250
2184	Sharanawa	dirty	t͡ʃuʂta	t͡ʃuʂta	tʃ u ʂ t a		250
2185	Amawaka	dirty	kɨmbu	kɨmbu	k ɨ m b u		260
2186	Nawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a		250
2187	Marinawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a		250
2188	Yaminawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a		250
2189	Kashinawa_P	dirty	dɨtis	dɨtis	d ɨ t i s		252
2190	Kashinawa_P	dirty	mɨʂu	mɨʂu	m ɨ ʂ u		251
2191	Kashinawa_B	dirty	dɨtis	dɨtis	d ɨ t i s		252
2192	Araona	dirty	azalo	azalo	a z a l o		259
27	Matses	dog	opa	opa	o p a		164
28	Matis	dog	wapa	wapa	w a p a		164
29	Marubo	dog	wapa	wapa	w a p a		164
30	Katukina	dog	kaman	kaman	k a m a n		261
31	Shipibo_Konibo	dog	utʃiti	utʃiti	u tʃ i + t i		270
32	Kapanawa	dog	utʃiti	utʃiti	u tʃ i + t i		270
33	Shanenawa	dog	kaman	kaman	k a m a n		261
34	Yawanawa	dog	kaman	kaman	k a m a n		261
35	Nukini	dog	tapainu	tapainu	t a p a s + i n u		262
36	Poyanawa	dog	utʃiti	utʃiti	u tʃ i + t i		270
37	Iskonawa	dog	piɾu	piɾu	p i ɾ u		269
38	Chakobo	dog	inaka	inaka	i n a + k a		268
39	Kakataibo	dog	kamon	kamon	k a m o n		261
40	Kaxarari	dog	tʃaʂpa	tʃaʂpa	tʃ a ʂ p a		262
41	Mastanawa	dog	paʂda	paʂda	p a ʂ d a		263
42	Chaninawa	dog	kama	kama	k a m a n		261
43	Sharanawa	dog	paʂda	paʂda	p a ʂ d a		263
44	Amawaka	dog	indu	indu	i ⁿd u		265
45	Nawa	dog	paʂda	paʂda	p a ʂ d a		263
46	Marinawa	dog	ka:ma	ka:ma	k aː m a		261
47	Yaminawa	dog	paʂta	paʂta	p a ʂ d a		263
48	Kashinawa_P	dog	kama	kama	k a m a		261
49	Kashinawa_B	dog	kamã	kamã	k a m ã		261
50	Araona	dog	nio	nio	n i o		266
3167	Matses	drink [verb]	ak	ak	a k		274
3168	Matis	drink [verb]	ak	ak	a k		274
3169	Marubo	drink [verb]	a	a	a		274
3170	Katukina	drink [verb]	aka	aka	a k a		274
3171	Shipibo_Konibo	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a		272
3172	Kapanawa	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a		272
3173	Shanenawa	drink [verb]	aja	aja	a j a		277
3174	Yawanawa	drink [verb]	aia	aja	a j a		277
3175	Nukini	drink [verb]	aya	aya	a j a		277
3176	Poyanawa	drink [verb]	aja	aja	a j a		277
3177	Iskonawa	drink [verb]	aja	aja	a j a		277
3178	Chakobo	drink [verb]	a	a	a		274
3179	Kakataibo	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a		272
3180	Kaxarari	drink [verb]	kula	kula	k u l a		278
3181	Mastanawa	drink [verb]	aja	aja	a j a		277
3182	Chaninawa	drink [verb]	aja	aja	a j a		277
3183	Sharanawa	drink [verb]	aja	aja	a j a		277
3184	Amawaka	drink [verb]	aja	aja	a j a		277
3185	Nawa	drink [verb]	aja	aja	a j a		277
3186	Marinawa	drink [verb]	aja	aja	a j a		277
3187	Yaminawa	drink [verb]	ajaj	aja	a j a		277
3188	Kashinawa_P	drink [verb]	nuʂwa	nuʂwa	n u ʂʷ a		279
3189	Kashinawa_B	drink [verb]	aya	aya	a j a		277
3190	Araona	drink [verb]	izi	izi	i z i		283
3852	Matses	dry [adj./v.]	tanun	tanun	t a n u n		290
3853	Matis	dry [adj./v.]	kudu	kudu	k u d u		168
3854	Marubo	dry [adj./v.]	ɨʂta	ɨʂta	ɨ ʂ t a		289
3855	Katukina	dry [adj./v.]	putu	putu	p u t u		163
3856	Shipibo_Konibo	dry [adj./v.]	tʃuʃia	tʃuʃia	tʃ u ʃ i a		285
3857	Shipibo_Konibo	dry [adj./v.]	mɨtʃama	mɨtʃama	m ɨ tʃ a m a		182
3858	Kapanawa	dry [adj./v.]	putuni	putuni	p u t u + n i		163
3859	Kapanawa	dry [adj./v.]	tʃuʃi	tʃuʃi	tʃ u ʃ i		285
3860	Shanenawa	dry [adj./v.]	mɨtu	mɨtu	m ɨ t u		284
3861	Yawanawa	dry [adj./v.]	ʂaka	ʂaka	ʂ a k a		286
3862	Poyanawa	dry [adj./v.]	basku	basku	b a s k u		288
3863	Chakobo	dry [adj./v.]	ʃina	ʃina	ʃ i n a		181
3864	Chakobo	dry [adj./v.]	hanu	hanu	h a n u		293
3865	Kakataibo	dry [adj./v.]	ɨski	ɨski	ɨ s k i		185
3866	Kaxarari	dry [adj./v.]	pu	pu	p u		163
3867	Mastanawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		284
3868	Mastanawa	dry [adj./v.]	ʃina	ʃina	ʃ i n a		181
3869	Chaninawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		284
3870	Sharanawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		284
3871	Amawaka	dry [adj./v.]	mɨtu	mɨtu	m ɨ t u		284
3872	Nawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		284
3873	Marinawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		284
3874	Yaminawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		284
3875	Kashinawa_P	dry [adj./v.]	mɨtu	mɨtu	m ɨ t u		284
3876	Kashinawa_B	dry [adj./v.]	mɨtu	mɨtu	m ɨ t u		284
3877	Araona	dry [adj./v.]	azaja	azaja	a z a j a		294
3878	Araona	dry [adj./v.]	kuibi	kuibi	k u i b i		292
3562	Matses	dull [knife]	kuɨnma	kuɨnma	k u ɨ n + m a		297
3563	Matis	dull [knife]	kuɨnma	kuɨnma	k u ɨ n + m a		297
3564	Marubo	dull [knife]	kɨntu	kɨntu	k ɨ n t u		296
3565	Shipibo_Konibo	dull [knife]	ʂɨntu	ʂɨntu	ʂ ɨ n t u		296
3566	Kapanawa	dull [knife]	xintu	xintu	x i n t u		296
3567	Iskonawa	dull [knife]	hɨntu	hɨntu	h ɨ n t u		296
3568	Chakobo	dull [knife]	tʃipu	tʃipu	tʃ i p u		298
3569	Kakataibo	dull [knife]	ʂɨntu	ʂɨntu	ʂ ɨ n t u		296
3570	Mastanawa	dull [knife]	ʃitu	ʃitu	ʃ i t u		296
3571	Chaninawa	dull [knife]	ʂɨtu	ʂɨtu	ʂ ɨ t u		296
3572	Sharanawa	dull [knife]	ʂɨtu	ʂɨtu	ʂ ɨ t u		296
3573	Amawaka	dull [knife]	çɨntu	çɨntu	ç ɨ n t u		296
3574	Nawa	dull [knife]	ʂɨtu	ʂɨtu	ʂ ɨ t u		296
3575	Marinawa	dull [knife]	ʂɨtu	ʂɨtu	ʂ ɨ t u		296
3576	Yaminawa	dull [knife]	mata	mata	m a t a		299
3577	Kashinawa_P	dull [knife]	ʃintu	ʃintu	ʃ i n t u		296
3578	Araona	dull [knife]	apishapisha	apishapisha	a p i ʃ a p i ʃ a		302
1558	Matses	dust	putu	putu	p u t u		303
1559	Matis	dust	putu	putu	p u t u		303
1560	Marubo	dust	putu	putu	p u t u		303
1561	Katukina	dust	mai-putu	maiputu	m a i + p u t u		303
1562	Kanamari	dust	mai poto	mai poto	m a i + p o t o		303
1563	Shipibo_Konibo	dust	putu	putu	p u t u		303
1564	Kapanawa	dust	putu	putu	p u t u		303
1565	Shanenawa	dust	putu	putu	p u t u		303
1566	Iskonawa	dust	putu	putu	p u t u		303
1567	Chakobo	dust	miʃpu	miʃpu	m i ʃ p u		305
1568	Kakataibo	dust	putu	putu	p u t u		303
1569	Kaxarari	dust	mapu	mapu	m a p u		304
1570	Mastanawa	dust	bapu	bapu	b a p u		304
1571	Chaninawa	dust	bapu	bapu	b a p u		304
1572	Sharanawa	dust	bapuhu	bapuhu	b a p u h u		304
1573	Amawaka	dust	t͡ʃiʃpu	t͡ʃiʃpu	tʃ i ʃ p u		305
1574	Nawa	dust	bapu	bapu	b a p u		304
1575	Marinawa	dust	bapu	bapu	b a p u		304
1576	Yaminawa	dust	bapu	bapu	b a p u		304
1577	Kashinawa_P	dust	miʃpu	miʃpu	m i ʃ p u		305
1578	Kashinawa_P	dust	kuruʔ	kuruʔ	k u r u ʔ		306
1579	Kashinawa_B	dust	mapu	mapu	m a p u		304
1580	Araona	dust	potsatsai	potsatsai	p o ts a ts a i		309
514	Matses	ear	paβiate	paβiate	p a + β i a t e		310
515	Matis	ear	paβɨʂan	paβɨʂan	p a + β ɨ ʂ a n		310
516	Marubo	ear	pantʃu	pantʃu	p a n + tʃ u		310
517	Katukina	ear	pantxu	pantxu	p a n + tx/ʈʂ u		310
518	Kanamari	ear	pãtʃo	pãtʃo	p a n + tʃ o		310
519	Shipibo_Konibo	ear	paβiki	paβiki	p a + β i k i		310
520	Kapanawa	ear	paβinki	paβinki	p a + β i n k i		310
521	Shanenawa	ear	pahinki	pahinki	p a + h i n k i		310
522	Yawanawa	ear	pahinki	pahinki	p a + h i n k i		310
523	Nukini	ear	paβiki	paβiki	p a + β i k i		310
524	Poyanawa	ear	pabĩki	pabĩki	p a + b ĩ k i		310
525	Iskonawa	ear	paβinki	paβinki	p a + β i n k i		310
526	Chakobo	ear	pa?uki	paʔuki	p a + ʔ u k i		310
527	Pakawara	ear	pa?uki	paʔuki	p a + ʔ u k i		310
528	Kakataibo	ear	paβi	paβi	p a + β i		310
529	Kaxarari	ear	isãkili	isãkili	i s + ã k i l i		267
530	Mastanawa	ear	paʧu	paʧu	p a + tʃ u		310
531	Chaninawa	ear	dikati	dikati	d i k a + t i		313
532	Sharanawa	ear	pat͡ʃu	pat͡ʃu	p a + tʃ u		310
533	Amawaka	ear	pawinki	pawinki	p a + w i n k i		310
534	Nawa	ear	paʧu	paʧu	p a + tʃ u		310
535	Nawa	ear	dikati	dikati	d i k a + t i		313
536	Marinawa	ear	paɸiki	paɸiki	p a + ɸ i k i		310
537	Yaminawa	ear	paʧu	paʧu	p a + tʃ u		310
538	Kashinawa_P	ear	paβinki	paβinki	p a + β i n k i		310
539	Kashinawa_B	ear	paβĩki	paβĩki	p a + β ĩ k i		310
540	Araona	ear	e-iza-ha	eizaha	e i z a h a		267
