ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	AUTOCOGID	AUTOSCAID
3245	Kashinawa_P	breathe	ʂɨtɨa	ʂɨtɨa	ʂ ɨ t ɨ a		87	61
3246	Kashinawa_B	breathe	ʂuĩsinɨi	ʂuĩsinɨi	ʂ u ĩ s i n ɨ i		86	61
2835	Matses	burn [tr. v.]	nɨdɨnka	nɨdɨnka	n ɨ d ɨ n k a		98	68
2836	Matis	burn [tr. v.]	tʂamo	tʂamo	ʈʂ a m o		97	67
2837	Marubo	burn [tr. v.]	kua	kuwa	k u w a		91	64
2838	Katukina	burn [tr. v.]	ku	ku	k u		91	64
2839	Shipibo_Konibo	burn [tr. v.]	mɨnu	mɨnu	m ɨ n u		95	65
2840	Kapanawa	burn [tr. v.]	mawa	mawa	m a w a		94	65
2841	Kapanawa	burn [tr. v.]	kua	kua	k u a		91	64
2842	Arara	burn [tr. v.]	kuai	kuai	k u a i		91	64
2843	Shanenawa	burn [tr. v.]	tʃiwa	tʃiwa	tʃ i w a		91	64
2844	Yawanawa	burn [tr. v.]	ku	ku	k u		91	64
2845	Poyanawa	burn [tr. v.]	kua	kua	k u a		91	64
2846	Iskonawa	burn [tr. v.]	kua	kuwa	k u w a		91	64
2847	Chakobo	burn [tr. v.]	mɨʂa	mɨʂa	m ɨ ʂ a		92	65
2848	Chakobo	burn [tr. v.]	pɨrɨ?a	pɨrɨʔa	p ɨ r ɨ ʔ a		99	69
2849	Kakataibo	burn [tr. v.]	ʂarao	ʂarao	ʂ a r a o		93	66
2850	Kaxarari	burn [tr. v.]	ʂalaw	ʂalaw	ʂ a l a w		96	66
2851	Mastanawa	burn [tr. v.]	kuwa	kuwa	k u w a		91	64
2852	Chaninawa	burn [tr. v.]	kuwaj	kuwa	k u w a		91	64
2853	Sharanawa	burn [tr. v.]	kuwai	kuwa	k u w a		91	64
2854	Amawaka	burn [tr. v.]	kuʔuj	kuʔu	k u ʔ u		91	64
2855	Nawa	burn [tr. v.]	kũwĩ	kũwĩ	k ũ w ĩ		91	64
2856	Marinawa	burn [tr. v.]	kuwa	kuwa	k u w a		91	64
2857	Yaminawa	burn [tr. v.]	kuwa	kuwa	k u w a		91	64
2858	Kashinawa_P	burn [tr. v.]	mɨnwa	mɨnu	m ɨ n u		95	65
2859	Kashinawa_B	burn [tr. v.]	mɨnui	mɨnu	m ɨ n u		95	65
424	Matses	child	βakuɨ	βakuɨ	β a k u ɨ		101	71
425	Matis	child	βakuɨ	βakuɨ	β a k u ɨ		101	71
426	Marubo	child	βakɨ	βakɨ	β a k ɨ		101	71
427	Kanamari	child	ãiiβakɨ	ãiiβakɨ	a i n β a k ɨ		101	71
428	Shipibo_Konibo	child	βakɨ	βakɨ	β a k ɨ		101	71
429	Kapanawa	child	βakɨ	βakɨ	β a k ɨ		101	71
430	Arara	child	βakɨhɨ	βakɨhɨ	β a k ɨ h ɨ		101	71
431	Shanenawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		101	71
432	Yawanawa	child	βakɨ	βakɨ	β a k ɨ		101	71
433	Nukini	child	βakɨ	βakɨ	β a k ɨ		101	71
434	Poyanawa	child	βakɨ	βakɨ	β a k ɨ		101	71
435	Iskonawa	child	βakɨ	βakɨ	β a k ɨ		101	71
436	Chakobo	child	ʂuku	ʂuku	ʂ u k u		102	71
437	Chakobo	child	βakɨ	βakɨ	β a k ɨ		101	71
438	Pakawara	child	wakɨ	wakɨ	w a k ɨ		101	71
439	Kakataibo	child	toa	toa	t o a		103	72
440	Mastanawa	child	ɸaʔɨʂta	ɸaʔɨʂta	ɸ a ʔ ɨ ʂ t a		101	70
441	Chaninawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		101	71
442	Sharanawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		101	71
443	Amawaka	child	piʃta	piʃta	p i ʃ t a		100	70
444	Nawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		101	71
445	Marinawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ		101	71
446	Yaminawa	child	waʔɨhu	waʔɨhu	w a ʔ ɨ ɸ u		101	70
447	Kashinawa_P	child	βakɨʧta	βakɨʧta	β a k ɨ tʃ a		101	71
1660	Matses	cloud	aβu	aβu	a β u		107	76
1661	Matis	cloud	aβu	aβu	a β u		107	76
1662	Marubo	cloud	nai	nai	n a i		106	75
1663	Shipibo_Konibo	cloud	nai kuin	nai kuin	n a i k u i n		106	75
1664	Kapanawa	cloud	nai kuin	nai kuin	n a i k u i n		106	75
1665	Arara	cloud	kũĩ	kũĩ	k ũ ĩ		104	73
1666	Shanenawa	cloud	ɸuʂta	ɸuʂta	ɸ u ʂ t a		107	77
1667	Yawanawa	cloud	βuʃta	βuʃta	β u ʃ t a		107	77
1668	Iskonawa	cloud	nãj̃ kũj̃n	nãj̃ kũj̃n	n ã j̃ k ũ j̃ n		106	75
1669	Chakobo	cloud	tsɨmu	tsɨmu	ts ɨ m u		105	74
1670	Pakawara	cloud	tsɨmu	tsɨmu	ts ɨ m u		105	74
1671	Kakataibo	cloud	nɨtɨ kuin	nɨtɨ kuin	n ɨ t ɨ k u i n		106	75
1672	Kaxarari	cloud	kuani	kuani	k u a n i		104	73
1673	Mastanawa	cloud	kũĩ	kũĩ	k ũ ĩ		104	73
1674	Chaninawa	cloud	kunwi	kunwi	k u n w i		104	73
1675	Sharanawa	cloud	ɸɨ	ɸɨ	ɸ ɨ		108	76
1676	Amawaka	cloud	kũʔĩ	kũʔĩ	k ũ ʔ ĩ		104	73
1677	Nawa	cloud	kuwĩ	kuwĩ	k u w ĩ		104	73
1678	Marinawa	cloud	ɸu	ɸu	ɸ u		107	76
1679	Yaminawa	cloud	kũwi	kũwi	k ũ w i		104	73
1680	Kashinawa_P	cloud	naj kwɨ	naj kwɨ	n a j k u i		106	75
1681	Kashinawa_B	cloud	nai	nai	n a i		106	75
3425	Matses	cold [weather]	iken	iken	i k e n		111	80
3426	Matses	cold [weather]	dawɨβud	dawɨβud	d a w ɨ β u d		112	81
3427	Matis	cold [weather]	iken	iken	i k e n		111	80
3428	Marubo	cold [weather]	matsi	matsi	m a ts i		109	78
3429	Katukina	cold [weather]	mati	mati	m a t i		109	78
3430	Shipibo_Konibo	cold [weather]	matsi	matsi	m a ts i		109	78
3431	Kapanawa	cold [weather]	matsi	matsi	m a ts i		109	78
3432	Arara	cold [weather]	batsi	batsi	b a ts i		109	78
3433	Shanenawa	cold [weather]	matsi	matsi	m a ts i		109	78
3434	Yawanawa	cold [weather]	matsi	matsi	m a ts i		109	78
3435	Nukini	cold [weather]	matsi	matsi	m a ts i		109	78
3436	Nukini	cold [weather]	ikiniki	ikiniki	i k i n i k i		111	80
3437	Poyanawa	cold [weather]	basi	basi	b a s i		109	78
3438	Iskonawa	cold [weather]	matsi	ikiniki	i k i n i k i		111	80
3439	Chakobo	cold [weather]	ʂupi	ʂupi	ʂ u p i		110	79
3440	Chakobo	cold [weather]	matsi	matsi	m a ts i		109	78
3441	Kakataibo	cold [weather]	matsi	matsi	m a ts i		109	78
3442	Kaxarari	cold [weather]	ikani	ikani	i k a n i		111	80
3443	Mastanawa	cold [weather]	batsi	batsi	b a ts i		109	78
3444	Chaninawa	cold [weather]	bat͡si	bat͡si	b a ts i		109	78
3445	Sharanawa	cold [weather]	bat͡si	bat͡si	b a ts i		109	78
3446	Amawaka	cold [weather]	mat͡si	mat͡si	m a ts i		109	78
3447	Nawa	cold [weather]	batsi	batsi	b a ts i		109	78
3448	Marinawa	cold [weather]	batsi	batsi	b a ts i		109	78
3449	Yaminawa	cold [weather]	batsi	batsi	b a ts i		109	78
3450	Kashinawa_P	cold [weather]	matsi	matsi	m a ts i		109	78
3451	Kashinawa_B	cold [weather]	matʂi	matʂi	m a ʈʂ i		109	78
2342	Matses	come	tʃo	tʃo	tʃ o		115	85
2343	Matis	come	tʃo	tʃo	tʃ o		115	85
2344	Marubo	come	uri	uri	u r i		114	84
2345	Shipibo_Konibo	come	hu	hu	h u		113	82
2346	Kapanawa	come	hu	hu	h u		113	82
2347	Arara	come	ua	ua	u a		113	83
2348	Shanenawa	come	u	u	u		113	83
2349	Yawanawa	come	uwi	u	u		113	83
2350	Nukini	come	ua	u	u		113	83
2351	Poyanawa	come	u	u	u		113	83
2352	Iskonawa	come	u	u	u		113	83
2353	Chakobo	come	hu	hu	h u		113	82
2354	Chakobo	come	βɨka	βɨka	β ɨ k a		116	86
2355	Pakawara	come	u	u	u		113	83
2356	Kakataibo	come	u	u	u		113	83
2357	Kaxarari	come	hu	hu	h u		113	82
2358	Mastanawa	come	ɨuwɨ	u	u		113	83
2359	Chaninawa	come	uwɨ	u	u		113	83
2360	Sharanawa	come	u	u	u		113	83
2361	Amawaka	come	huʔi	huʔi	h u ʔ i		113	82
2362	Nawa	come	u	u	u		113	83
2363	Marinawa	come	u	u	u		113	83
2364	Yaminawa	come	u	u	u		113	83
2365	Kashinawa_P	come	hu	hu	h u		113	82
2366	Kashinawa_B	come	hu	hu	h u		113	82
2602	Matses	count [verb]	tan	tan	t a n		117	87
2603	Marubo	count [verb]	tana	tana	t a n a		117	87
2604	Katukina	count [verb]	katse	katse	k a ts e		120	88
2605	Shipibo_Konibo	count [verb]	tupun	tupun	t u p u n		119	87
2606	Kapanawa	count [verb]	tupun	tupun	t u p u n		119	87
2607	Iskonawa	count [verb]	tupun	tupun	t u p u n		119	87
2608	Chakobo	count [verb]	tuka	tuka	t u k a		118	87
2609	Kakataibo	count [verb]	tupu	tupu	t u p u		119	87
2610	Mastanawa	count [verb]	tanaɸa	tanaɸa	t a n a ɸ a		117	87
2611	Chaninawa	count [verb]	tanawa	tanawa	t a n a w a		117	87
2612	Sharanawa	count [verb]	tanawa	tanawa	t a n a w a		117	87
2613	Amawaka	count [verb]	tanan	tanan	t a n a n		117	87
2614	Nawa	count [verb]	tanawaj	tanawa	t a n a w a		117	87
2615	Marinawa	count [verb]	tana	tana	t a n a		117	87
2616	Yaminawa	count [verb]	adɨ	adɨ	a d ɨ		120	88
2617	Kashinawa_P	count [verb]	tana	tana	t a n a		117	87
2708	Matses	cut [verb]	te	te	t e		126	89
2709	Matis	cut [verb]	te	te	t e		126	89
2710	Marubo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2711	Katukina	cut [verb]	rera	rera	r e r a		124	91
2712	Shipibo_Konibo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2713	Kapanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2714	Arara	cut [verb]	ʃati	ʃati	ʃ a t i		121	89
2715	Shanenawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2716	Yawanawa	cut [verb]	wɨʃa	wɨʃa	w ɨ ʃ a		128	93
2717	Nukini	cut [verb]	hatɨ	hatɨ	h a t ɨ		121	89
2718	Poyanawa	cut [verb]	marka	marka	m a r k a		127	92
2719	Iskonawa	cut [verb]	hatɨ	hatɨ	h a t ɨ		121	89
2720	Chakobo	cut [verb]	pɨrɨʂa	pɨrɨʂa	p ɨ r ɨ ʂ a		122	90
2721	Chakobo	cut [verb]	tsɨi?a	tsɨiʔa	ts ɨ i ʔ a		129	93
2722	Chakobo	cut [verb]	kɨɨsa	kɨsa	k ɨ s a		130	93
2723	Kakataibo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2724	Kaxarari	cut [verb]	buʂte	buʂte	b u ʂ t e		125	89
2725	Mastanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2726	Chaninawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2727	Sharanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2728	Amawaka	cut [verb]	çatɨ	çatɨ	ç a t ɨ		121	89
2729	Nawa	cut [verb]	ʂatɨj	ʂatɨ	ʂ a t ɨ		121	89
2730	Marinawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ		121	89
2731	Yaminawa	cut [verb]	ʂata	ʂata	ʂ a t a		121	89
2732	Kashinawa_P	cut [verb]	mɨʂtja	mɨʂtja	m ɨ ʂ t j a		123	89
1783	Matses	day [daytime]	βadiad	βadiad	β a d i a d		135	94
1784	Matis	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		131	94
1785	Marubo	day [daytime]	βari	βari	β a r i		135	98
1786	Shipibo_Konibo	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		131	94
1787	Kapanawa	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		131	94
1788	Arara	day [daytime]	ʃaβa	ʃaβa	ʃ a β a		132	95
1789	Shanenawa	day [daytime]	ʂawa	ʂawa	ʂ a w a		132	95
1790	Yawanawa	day [daytime]	ʃaβa	ʃaβa	ʃ a β a		132	95
1791	Nukini	day [daytime]	pãnari	pãnari	p ã n a r i		137	96
1792	Poyanawa	day [daytime]	βarikɨa	βarikɨa	β a r i k ɨ a		135	98
1793	Iskonawa	day [daytime]	pɨhnɨ	pɨhnɨ	p ɨ h n ɨ		134	96
1794	Chakobo	day [daytime]	βɨa?aina	βɨaʔaina	β ɨ a ʔ a i n a		133	96
1795	Pakawara	day [daytime]	wari	wari	w a r i		135	98
1796	Kakataibo	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		131	94
1797	Kaxarari	day [daytime]	yunu	yunu	j u n u		136	97
1798	Kaxarari	day [daytime]	βatʃih	βatʃih	β a tʃ i h		135	94
1799	Kaxarari	day [daytime]	lɨtɨ	lɨtɨ	l ɨ t ɨ		131	94
1800	Mastanawa	day [daytime]	pɨda ʂaɸa	pɨda ʂaɸa	p ɨ d a ʂ a ɸ a		132	95
1801	Chaninawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a		132	95
1802	Sharanawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a		132	95
1803	Amawaka	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ		131	94
1804	Nawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a		132	95
1805	Marinawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a		132	95
1806	Yaminawa	day [daytime]	pɨda	pɨda	p ɨ d a		132	94
1807	Kashinawa_P	day [daytime]	ʂaβa	ʂaβa	ʂ a β a		132	95
1808	Kashinawa_B	day [daytime]	βadi	βadi	β a d i		135	94
3287	Matses	die	wɨnɨs	wɨnɨs	w ɨ n ɨ s		144	104
3288	Matis	die	nan	na	n a		138	99
3289	Marubo	die	βupi	βupi	β u p i		143	102
3290	Katukina	die	βupi	βupi	β u p i		143	102
3291	Shipibo_Konibo	die	mawat	mawat	m a w a t		141	103
3292	Kapanawa	die	mawati	mawa	m a w a		141	103
3293	Arara	die	da	da	d a		138	100
3294	Shanenawa	die	na	na	n a		138	99
3295	Yawanawa	die	na	na	n a		138	99
3296	Poyanawa	die	ajaka	ajaka	a j a k a		145	105
3297	Iskonawa	die	mahka	mahka	m a h k a		139	101
3298	Chakobo	die	na	na	n a		138	99
3299	Chakobo	die	rɨso	rɨso	r ɨ s o		146	106
3300	Kakataibo	die	βama	βama	β a m a		140	102
3301	Kaxarari	die	hɨtʃi	hɨtʃi	h ɨ tʃ i		138	100
3302	Mastanawa	die	mɨdaj	mɨda	m ɨ d a		138	100
3303	Chaninawa	die	da	da	d a		138	100
3304	Sharanawa	die	da:i	da	d a		138	100
3305	Amawaka	die	naʔi	na	n a		138	99
3306	Nawa	die	daj	da	d a		138	100
3307	Marinawa	die	daj	da	d a		138	100
3308	Yaminawa	die	daj	da	d a		138	100
3309	Kashinawa_P	die	mawa	mawa	m a w a		141	103
3310	Kashinawa_B	die	dɨβu	dɨβu	d ɨ β u		142	100
2770	Matses	dig	wɨdɨʂka	wɨdɨʂka	w ɨ d ɨ ʂ k a		156	114
2771	Matis	dig	naʂ	naʂ	n a ʂ		155	110
2772	Marubo	dig	pukin	pukin	p u k i n		147	107
2773	Shipibo_Konibo	dig	tʃinit	tʃinit	tʃ i n i t		159	113
2774	Kapanawa	dig	pukin	pukin	p u k i n		147	107
2775	Shanenawa	dig	maipɨju	maipɨju	m a i p ɨ j u		157	115
2776	Yawanawa	dig	natsa	natsa	n a ts a		160	110
2777	Iskonawa	dig	pɨnaha	pɨnaha	p ɨ n a h a		150	109
2778	Chakobo	dig	wɨyu	wɨyu	w ɨ j u		148	108
2779	Kakataibo	dig	naɨ	naɨ	n a ɨ		151	110
2780	Kaxarari	dig	tʃil	tʃil	tʃ i l		153	112
2781	Mastanawa	dig	punʔi	punʔi	p u n ʔ i		147	109
2782	Mastanawa	dig	piwɨ	piwɨ	p i w ɨ		149	107
2783	Chaninawa	dig	pɨwɨj	pɨwɨ	p ɨ w ɨ		149	107
2784	Sharanawa	dig	ʂuwi	ʂuwi	ʂ u w i		158	107
2785	Sharanawa	dig	kidi	kidi	k i d i		154	113
2786	Amawaka	dig	puki	puki	p u k i		147	107
2787	Nawa	dig	puki	puki	p u k i		147	107
2788	Marinawa	dig	kindi	kindi	k i ⁿd i		154	113
2789	Yaminawa	dig	punʔi	punʔi	p u n ʔ i		147	109
2790	Kashinawa_P	dig	pukja	puki	p u k i		147	107
2791	Kashinawa_P	dig	kini	kini	k i n i		154	113
2792	Kashinawa_B	dig	βaʂã	βaʂã	β a ʂ ã		152	111
2133	Matses	dirty	βɨtʃiʃ	βɨtʃiʃ	β ɨ tʃ i ʃ		163	117
2134	Matis	dirty	wisu	wisu	w i s u		166	119
2135	Marubo	dirty	tʂuʂta	tʂuʂta	ʈʂ u ʂ t a		162	117
2136	Marubo	dirty	mɨʂu	mɨʂu	m ɨ ʂ u		166	119
2137	Katukina	dirty	txuxtxa	txuxtxa	ʈʂ u x/ʂ ʈʂ a		162	117
2138	Shipibo_Konibo	dirty	kɨras	kɨras	k ɨ r a s		163	121
2139	Kapanawa	dirty	riʃta	riʃta	r i ʃ t a		162	117
2140	Arara	dirty	tɨʃta	tɨʃta	t ɨ ʃ t a		162	117
2141	Shanenawa	dirty	fui	fui	f u i		167	120
2142	Yawanawa	dirty	hui	hui	h u i		167	122
2143	Nukini	dirty	βuhta	βuhta	β u h t a		162	117
2144	Poyanawa	dirty	βɨsta	βɨsta	β ɨ s t a		162	117
2145	Chakobo	dirty	tʃɨkɨ	tʃɨkɨ	tʃ ɨ k ɨ		163	117
2146	Kakataibo	dirty	aisama	aisama	a i s a m a		164	118
2147	Kaxarari	dirty	tʂɨʂɨ	tʂɨʂɨ	ʈʂ ɨ ʂ ɨ		165	119
2148	Mastanawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a		162	117
2149	Chaninawa	dirty	t͡ʃuʂta	t͡ʃuʂta	tʃ u ʂ t a		162	117
2150	Sharanawa	dirty	t͡ʃuʂta	t͡ʃuʂta	tʃ u ʂ t a		162	117
2151	Amawaka	dirty	kɨmbu	kɨmbu	k ɨ m b u		161	116
2152	Nawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a		162	117
2153	Marinawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a		162	117
2154	Yaminawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a		162	117
2155	Kashinawa_P	dirty	dɨtis	dɨtis	d ɨ t i s		163	117
2156	Kashinawa_P	dirty	mɨʂu	mɨʂu	m ɨ ʂ u		166	119
2157	Kashinawa_B	dirty	dɨtis	dɨtis	d ɨ t i s		163	117
24	Matses	dog	opa	opa	o p a		173	127
25	Matis	dog	wapa	wapa	w a p a		173	127
26	Marubo	dog	wapa	wapa	w a p a		173	127
27	Katukina	dog	kaman	kaman	k a m a n		169	124
28	Shipibo_Konibo	dog	utʃiti	utʃiti	u tʃ i t i		172	123
29	Kapanawa	dog	utʃiti	utʃiti	u tʃ i t i		172	123
30	Arara	dog	kamã	kamã	k a m ã		169	124
31	Shanenawa	dog	kaman	kaman	k a m a n		169	124
32	Yawanawa	dog	kaman	kaman	k a m a n		169	124
33	Nukini	dog	tapainu	tapainu	t a p a s i n u		175	127
34	Poyanawa	dog	utʃiti	utʃiti	u tʃ i t i		172	123
35	Iskonawa	dog	piɾu	piɾu	p i ɾ u		171	126
36	Chakobo	dog	inaka	inaka	i n a k a		170	125
37	Kakataibo	dog	kamon	kamon	k a m o n		169	124
38	Kaxarari	dog	tʃaʂpa	tʃaʂpa	tʃ a ʂ p a		173	127
39	Mastanawa	dog	paʂda	paʂda	p a ʂ d a		174	128
40	Chaninawa	dog	kama	kama	k a m a n		169	124
41	Sharanawa	dog	paʂda	paʂda	p a ʂ d a		174	128
42	Amawaka	dog	indu	indu	i ⁿd u		168	123
43	Nawa	dog	paʂda	paʂda	p a ʂ d a		174	128
44	Marinawa	dog	ka:ma	ka:ma	k aː m a		169	124
45	Yaminawa	dog	paʂta	paʂta	p a ʂ d a		174	128
46	Kashinawa_P	dog	kama	kama	k a m a		169	124
47	Kashinawa_B	dog	kamã	kamã	k a m ã		169	124
3085	Matses	drink [verb]	ak	ak	a k		181	133
3086	Matis	drink [verb]	ak	ak	a k		181	133
3087	Marubo	drink [verb]	a	a	a		178	131
3088	Katukina	drink [verb]	aka	aka	a k a		181	133
3089	Shipibo_Konibo	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a		179	132
3090	Kapanawa	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a		179	132
3091	Arara	drink [verb]	numã	numã	n u m ã		177	130
3092	Shanenawa	drink [verb]	aja	aja	a j a		176	129
3093	Yawanawa	drink [verb]	aia	aja	a j a		176	129
3094	Nukini	drink [verb]	aya	aya	a j a		176	129
3095	Poyanawa	drink [verb]	aja	aja	a j a		176	129
3096	Iskonawa	drink [verb]	aja	aja	a j a		176	129
3097	Chakobo	drink [verb]	a	a	a		178	131
3098	Kakataibo	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a		179	132
3099	Kaxarari	drink [verb]	kula	kula	k u l a		182	134
3100	Mastanawa	drink [verb]	aja	aja	a j a		176	129
3101	Chaninawa	drink [verb]	aja	aja	a j a		176	129
3102	Sharanawa	drink [verb]	aja	aja	a j a		176	129
3103	Amawaka	drink [verb]	aja	aja	a j a		176	129
3104	Nawa	drink [verb]	aja	aja	a j a		176	129
3105	Marinawa	drink [verb]	aja	aja	a j a		176	129
3106	Yaminawa	drink [verb]	ajaj	aja	a j a		176	129
3107	Kashinawa_P	drink [verb]	nuʂwa	nuʂwa	n u ʂʷ a		180	130
3108	Kashinawa_B	drink [verb]	aya	aya	a j a		176	129
3755	Matses	dry [adj./v.]	tanun	tanun	t a n u n		188	136
3756	Matis	dry [adj./v.]	kudu	kudu	k u d u		183	135
3757	Marubo	dry [adj./v.]	ɨʂta	ɨʂta	ɨ ʂ t a		187	135
3758	Katukina	dry [adj./v.]	putu	putu	p u t u		183	135
3759	Shipibo_Konibo	dry [adj./v.]	tʃuʃia	tʃuʃia	tʃ u ʃ i a		189	137
3760	Shipibo_Konibo	dry [adj./v.]	mɨtʃama	mɨtʃama	m ɨ tʃ a m a		183	135
3761	Kapanawa	dry [adj./v.]	putuni	putuni	p u t u n i		183	135
3762	Kapanawa	dry [adj./v.]	tʃuʃi	tʃuʃi	tʃ u ʃ i		189	137
3763	Arara	dry [adj./v.]	ʃaka	ʃaka	ʃ a k a		184	136
3764	Shanenawa	dry [adj./v.]	mɨtu	mɨtu	m ɨ t u		183	135
3765	Yawanawa	dry [adj./v.]	ʂaka	ʂaka	ʂ a k a		184	136
3766	Poyanawa	dry [adj./v.]	basku	basku	b a s k u		186	136
3767	Chakobo	dry [adj./v.]	ʃina	ʃina	ʃ i n a		185	136
3768	Chakobo	dry [adj./v.]	hanu	hanu	h a n u		190	136
3769	Kakataibo	dry [adj./v.]	ɨski	ɨski	ɨ s k i		186	136
3770	Kaxarari	dry [adj./v.]	pu	pu	p u		183	135
3771	Mastanawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		183	135
3772	Mastanawa	dry [adj./v.]	ʃina	ʃina	ʃ i n a		185	136
3773	Chaninawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		183	135
3774	Sharanawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		183	135
3775	Amawaka	dry [adj./v.]	mɨtu	mɨtu	m ɨ t u		183	135
3776	Nawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		183	135
3777	Marinawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		183	135
3778	Yaminawa	dry [adj./v.]	bɨtu	bɨtu	b ɨ t u		183	135
3779	Kashinawa_P	dry [adj./v.]	mɨtu	mɨtu	m ɨ t u		183	135
3780	Kashinawa_B	dry [adj./v.]	mɨtu	mɨtu	m ɨ t u		183	135
3471	Matses	dull [knife]	kuɨnma	kuɨnma	k u ɨ n m a		193	138
3472	Matis	dull [knife]	kuɨnma	kuɨnma	k u ɨ n m a		193	138
3473	Marubo	dull [knife]	kɨntu	kɨntu	k ɨ n t u		191	138
3474	Shipibo_Konibo	dull [knife]	ʂɨntu	ʂɨntu	ʂ ɨ n t u		191	138
3475	Kapanawa	dull [knife]	xintu	xintu	x i n t u		191	138
3476	Iskonawa	dull [knife]	hɨntu	hɨntu	h ɨ n t u		191	138
3477	Chakobo	dull [knife]	tʃipu	tʃipu	tʃ i p u		192	139
3478	Kakataibo	dull [knife]	ʂɨntu	ʂɨntu	ʂ ɨ n t u		191	138
3479	Mastanawa	dull [knife]	ʃitu	ʃitu	ʃ i t u		191	138
3480	Chaninawa	dull [knife]	ʂɨtu	ʂɨtu	ʂ ɨ t u		191	138
3481	Sharanawa	dull [knife]	ʂɨtu	ʂɨtu	ʂ ɨ t u		191	138
3482	Amawaka	dull [knife]	çɨntu	çɨntu	ç ɨ n t u		191	138
3483	Nawa	dull [knife]	ʂɨtu	ʂɨtu	ʂ ɨ t u		191	138
3484	Marinawa	dull [knife]	ʂɨtu	ʂɨtu	ʂ ɨ t u		191	138
3485	Yaminawa	dull [knife]	mata	mata	m a t a		194	138
3486	Kashinawa_P	dull [knife]	ʃintu	ʃintu	ʃ i n t u		191	138
1540	Matses	dust	putu	putu	p u t u		195	140
1541	Matis	dust	putu	putu	p u t u		195	140
1542	Marubo	dust	putu	putu	p u t u		195	140
1543	Katukina	dust	mai-putu	maiputu	m a i p u t u		195	140
1544	Kanamari	dust	mai poto	mai poto	m a i p o t o		195	140
1545	Shipibo_Konibo	dust	putu	putu	p u t u		195	140
1546	Kapanawa	dust	putu	putu	p u t u		195	140
1547	Arara	dust	putu	putu	p u t u		195	140
1548	Shanenawa	dust	putu	putu	p u t u		195	140
1549	Iskonawa	dust	putu	putu	p u t u		195	140
1550	Chakobo	dust	miʃpu	miʃpu	m i ʃ p u		195	140
1551	Kakataibo	dust	putu	putu	p u t u		195	140
1552	Kaxarari	dust	mapu	mapu	m a p u		195	140
1553	Mastanawa	dust	bapu	bapu	b a p u		195	140
1554	Chaninawa	dust	bapu	bapu	b a p u		195	140
1555	Sharanawa	dust	bapuhu	bapuhu	b a p u h u		195	140
1556	Amawaka	dust	t͡ʃiʃpu	t͡ʃiʃpu	tʃ i ʃ p u		195	140
1557	Nawa	dust	bapu	bapu	b a p u		195	140
1558	Marinawa	dust	bapu	bapu	b a p u		195	140
1559	Yaminawa	dust	bapu	bapu	b a p u		195	140
1560	Kashinawa_P	dust	miʃpu	miʃpu	m i ʃ p u		195	140
1561	Kashinawa_P	dust	kuruʔ	kuruʔ	k u r u ʔ		196	141
1562	Kashinawa_B	dust	mapu	mapu	m a p u		195	140
502	Matses	ear	paβiate	paβiate	p a β i a t e		197	142
